===============,,,===============,===============,===============,===============,===============,===============,===============,===============,,,,,,,,
DATE/TIME,LIGHTING,,VO2,VCO2,RER,FEED1,DRINK1,XTOT,XAMB,ZTOT,,,,,,,,
,,,ml/kg/hr,ml/kg/hr,,GRAMS,ml,COUNTS,COUNTS,COUNTS,,,,,,,,
===============,,,===============,===============,===============,===============,===============,===============,===============,===============,,,,,,,,
2/5/24 8:03,,,2160,1295,0.6,0,0,393,191,426,,,,,,,,
2/5/24 8:20,,,4260,3391,0.796,0,0,3280,1786,1810,,,,,,,,
2/5/24 8:37,,,3941,3276,0.831,0.06,0,2920,1423,1563,,,,,,,,
2/5/24 8:54,,,3502,3054,0.872,0.03,0,2476,1100,1468,,,,,,,,
2/5/24 9:11,,,3201,2915,0.911,0.13,0.076,1858,780,729,,,,,,,,
2/5/24 9:27,,,3360,3063,0.912,0,0.019,1855,745,663,,,,,,,,
2/5/24 9:44,,,3295,2819,0.856,0,0,1558,331,189,,,,,,,,
2/5/24 10:01,,,2394,2185,0.913,0.08,0,982,320,295,,,,,,,,
2/5/24 10:18,,,2457,2369,0.964,0.08,0.038,1041,227,214,,,,,,,,
2/5/24 10:35,,,2789,2527,0.906,0.09,0,1117,57,9,,,,,,,,
2/5/24 10:52,,,3174,2960,0.933,0,0.076,1842,569,434,,,,,,,,
2/5/24 11:09,,,2221,2039,0.918,0,0,1225,51,8,,,,,,,,
2/5/24 11:26,,,3128,2955,0.945,0.07,0,1758,579,579,,,,,,,,
2/5/24 11:42,,,2023,1854,0.917,0,0,616,71,0,,,,,,,,
2/5/24 11:59,,,3182,3023,0.95,0.12,0,1838,537,331,,,,,,,,
2/5/24 12:16,,,2296,2176,0.948,0,0,1074,35,0,,,,,,,,
2/5/24 12:33,,,2958,2745,0.928,0.16,0.019,1405,156,56,,,,,,,,
2/5/24 12:50,,,2379,2207,0.928,0,0,1221,65,378,,,,,,,,
2/5/24 13:07,,,2568,2402,0.935,0.04,0.038,1118,93,215,,,,,,,,
2/5/24 13:24,,,2281,2218,0.972,0.02,0.019,1357,180,28,,,,,,,,
2/5/24 13:41,,,2498,2363,0.946,0,0,1098,51,27,,,,,,,,
2/5/24 13:57,,,2537,2369,0.934,0.04,0,1050,70,8,,,,,,,,
2/5/24 14:14,,,3394,3229,0.951,0,0.057,1942,473,293,,,,,,,,
2/5/24 14:31,,,2973,2669,0.898,0.11,0,1540,259,55,,,,,,,,
2/5/24 14:48,,,2690,2406,0.894,0,0.057,1470,186,20,,,,,,,,
2/5/24 15:05,OFF1,1,2881,2724,0.946,0,0.057,1124,62,1,,,,,,,,
2/5/24 15:22,OFF1,2,2917,2737,0.938,0.09,0,860,217,77,,,,,,,,
2/5/24 15:39,OFF1,3,3438,3386,0.985,0.17,0.095,1509,246,37,,,,,,,,
2/5/24 15:56,OFF1,4,4113,3974,0.966,0,0,2935,1091,1198,,,,,,,,
2/5/24 16:12,OFF1,5,3407,3331,0.978,0.04,0.038,2213,1108,1894,,,,,,,,
2/5/24 16:29,OFF1,6,3542,3399,0.959,0,0.076,2013,777,1024,,,,,,,,
2/5/24 16:46,OFF1,7,2790,2564,0.919,0,0.019,1376,192,922,,,,,,,,
2/5/24 17:03,OFF1,8,3838,3754,0.978,0.18,0.076,2226,1007,1756,,,,,,,,
2/5/24 17:20,OFF1,9,3387,3443,1.016,0.09,0.038,1573,478,1057,,,,,,,,
2/5/24 17:37,OFF1,10,3227,3112,0.964,0.12,0.076,739,257,310,,,,,,,,
2/5/24 17:54,OFF1,11,2719,2577,0.948,0.08,0.038,1024,243,503,,,,,,,,
2/5/24 18:11,OFF1,12,3170,3011,0.95,0.1,0.038,1265,270,227,,,,,,,,
2/5/24 18:27,OFF1,13,3791,3752,0.99,0.14,0.076,2648,1310,2147,,,,,,,,
2/5/24 18:44,OFF1,14,3548,3558,1.003,0,0.038,1964,739,692,,,,,,,,
2/5/24 19:01,OFF1,15,2376,2338,0.984,0,0.019,552,80,40,,,,,,,,
2/5/24 19:18,OFF1,16,3120,3047,0.977,0,0.038,936,258,298,,,,,,,,
2/5/24 19:35,OFF1,17,2416,2400,0.993,0,0,82,8,22,,,,,,,,
2/5/24 19:52,OFF1,18,2758,2763,1.002,0.07,0.076,1335,290,471,,,,,,,,
2/5/24 20:09,OFF1,19,2342,2320,0.991,0,0,1021,1,18,,,,,,,,
2/5/24 20:26,OFF1,20,2382,2299,0.965,0,0,964,40,22,,,,,,,,
2/5/24 20:42,OFF1,21,2690,2475,0.92,0.14,0,1092,285,102,,,,,,,,
2/5/24 20:59,OFF1,22,2725,2603,0.955,0,0.057,152,23,16,,,,,,,,
2/5/24 21:16,OFF1,23,2584,2501,0.968,0,0,571,149,131,,,,,,,,
2/5/24 21:33,OFF1,24,3195,3175,0.994,0.1,0.095,1022,374,351,,,,,,,,
2/5/24 21:50,OFF1,25,2595,2359,0.909,0,0,488,59,244,,,,,,,,
2/5/24 22:07,OFF1,26,2867,2552,0.89,0.06,0,712,226,569,,,,,,,,
2/5/24 22:24,OFF1,27,3600,3565,0.99,0.13,0.076,2009,959,1489,,,,,,,,
2/5/24 22:41,OFF1,28,2505,2395,0.956,0,0,326,5,6,,,,,,,,
2/5/24 22:57,OFF1,29,2490,2442,0.981,0,0,29,0,185,,,,,,,,
2/5/24 23:14,OFF1,30,3244,3115,0.96,0,0,407,137,504,,,,,,,,
2/5/24 23:31,OFF1,31,2625,2550,0.972,0,0.038,192,50,200,,,,,,,,
2/5/24 23:48,OFF1,32,2855,2815,0.986,0,0.076,77,4,3,,,,,,,,
2/6/24 0:05,OFF1,33,2579,2491,0.966,0,0,82,6,15,,,,,,,,
2/6/24 0:22,OFF1,34,2822,2721,0.964,0,0,135,30,371,,,,,,,,
2/6/24 0:39,OFF1,35,2475,2343,0.947,0,0,293,25,1,,,,,,,,
2/6/24 0:56,OFF1,36,3139,3029,0.965,0,0,615,117,17,,,,,,,,
2/6/24 1:12,OFF1,37,2546,2560,1.006,0,0.133,1093,45,10,,,,,,,,
2/6/24 1:29,OFF1,38,2339,2329,0.996,0,0,1026,25,4,,,,,,,,
2/6/24 1:46,OFF1,39,2554,2524,0.988,0,0,1317,112,40,,,,,,,,
2/6/24 2:03,OFF1,40,3170,3067,0.968,0.08,0,1644,280,142,,,,,,,,
2/6/24 2:20,OFF1,41,2388,2276,0.953,0,0,1273,229,7,,,,,,,,
2/6/24 2:37,OFF1,42,2677,2548,0.952,0,0,1050,21,1,,,,,,,,
2/6/24 3:11,ON1,1,2848,2666,0.936,0,0.095,1030,423,708,,,,,,,,
2/6/24 3:27,ON1,2,2231,2016,0.904,0,0,268,47,700,,,,,,,,
2/6/24 3:44,ON1,3,2274,1911,0.84,0.07,0,396,47,77,,,,,,,,
2/6/24 4:01,ON1,4,2676,2545,0.951,0.05,0,1304,167,92,,,,,,,,
2/6/24 4:18,ON1,5,2371,2213,0.933,0,0,1030,0,186,,,,,,,,
2/6/24 4:35,ON1,6,2305,2108,0.914,0,0,1149,21,461,,,,,,,,
2/6/24 4:52,ON1,7,3044,2945,0.967,0,0.019,1374,291,301,,,,,,,,
2/6/24 5:09,ON1,8,2095,2066,0.986,0,0.038,1317,122,144,,,,,,,,
2/6/24 5:26,ON1,9,2433,2357,0.969,0,0,1048,8,2,,,,,,,,
2/6/24 5:42,ON1,10,2396,2254,0.941,0,0.019,1017,2,5,,,,,,,,
2/6/24 5:59,ON1,11,2460,2322,0.944,0,0,1084,24,245,,,,,,,,
2/6/24 6:16,ON1,12,2613,2388,0.914,0,0,1257,94,333,,,,,,,,
2/6/24 6:33,ON1,13,2876,2759,0.959,0.09,0.057,1245,269,258,,,,,,,,
2/6/24 6:50,ON1,14,2366,2226,0.941,0,0,1066,10,810,,,,,,,,
2/6/24 7:07,ON1,15,2328,2214,0.951,0,0,1042,4,390,,,,,,,,
2/6/24 7:24,ON1,16,2235,2095,0.937,0,0,1060,26,72,,,,,,,,
2/6/24 7:41,ON1,17,2279,2042,0.896,0,0,1111,14,0,,,,,,,,
2/6/24 7:57,ON1,18,2577,2416,0.938,0.11,0,847,182,58,,,,,,,,
2/6/24 8:14,ON1,19,2345,2181,0.93,0,0,233,33,0,,,,,,,,
2/6/24 8:31,ON1,20,2312,2191,0.948,0.03,0,40,1,51,,,,,,,,
2/6/24 8:48,ON1,21,2829,2579,0.911,0,0,389,40,1,,,,,,,,
2/6/24 9:05,ON1,22,2437,2173,0.892,0,0.019,1180,57,0,,,,,,,,
2/6/24 9:22,ON1,23,2540,2460,0.969,0.13,0.038,1126,178,106,,,,,,,,
2/6/24 9:39,ON1,24,2374,2304,0.971,0,0.019,1043,3,252,,,,,,,,
2/6/24 9:56,ON1,25,2387,2277,0.954,0,0,1060,11,231,,,,,,,,
2/6/24 10:12,ON1,26,3021,2826,0.935,0.1,0,1229,135,233,,,,,,,,
2/6/24 10:29,ON1,27,2590,2476,0.956,0,0,1159,57,4,,,,,,,,
2/6/24 10:46,ON1,28,2494,2257,0.905,0,0,1050,16,712,,,,,,,,
2/6/24 11:03,ON1,29,2899,2677,0.923,0.1,0.019,1186,206,81,,,,,,,,
2/6/24 11:20,ON1,30,2341,2178,0.93,0,0.019,1112,92,6,,,,,,,,
2/6/24 11:37,ON1,31,2352,2194,0.933,0,0,1027,90,2,,,,,,,,
2/6/24 11:54,ON1,32,2161,1952,0.903,0,0,375,87,4,,,,,,,,
2/6/24 12:11,ON1,33,2118,1731,0.817,0,0,714,181,601,,,,,,,,
2/6/24 12:27,ON1,34,3044,2909,0.956,0,0.076,934,227,350,,,,,,,,
2/6/24 12:44,ON1,35,2603,2496,0.959,0,0,252,5,4,,,,,,,,
2/6/24 13:01,ON1,36,2215,2054,0.927,0,0,625,20,0,,,,,,,,
2/6/24 13:18,ON1,37,2384,2141,0.898,0,0,135,21,66,,,,,,,,
2/6/24 13:35,ON1,38,2573,2331,0.906,0,0,1567,255,3,,,,,,,,
2/6/24 13:52,ON1,39,2251,2008,0.892,0,0,588,52,168,,,,,,,,
2/6/24 14:09,ON1,40,2462,2201,0.894,0.11,0,899,105,96,,,,,,,,
2/6/24 14:26,ON1,41,2397,2267,0.946,0,0.076,1187,99,234,,,,,,,,
2/6/24 14:42,ON1,42,3422,3164,0.925,0,0,1437,214,352,,,,,,,,
2/6/24 15:16,OFF2,1,3119,2866,0.919,0.15,0,1135,341,172,,,,,,,,
2/6/24 15:33,OFF2,2,3393,3253,0.959,0,0,1534,178,23,,,,,,,,
2/6/24 15:50,OFF2,3,3169,3047,0.961,0,0.019,903,192,139,,,,,,,,
2/6/24 16:07,OFF2,4,3314,3356,1.013,0,0.057,927,155,24,,,,,,,,
2/6/24 16:24,OFF2,5,3557,3572,1.004,0.18,0.095,1105,193,122,,,,,,,,
2/6/24 16:41,OFF2,6,3284,3331,1.014,0.13,0.038,380,109,240,,,,,,,,
2/6/24 16:57,OFF2,7,3030,2995,0.988,0.06,0.038,287,79,183,,,,,,,,
2/6/24 17:14,OFF2,8,3381,3416,1.01,0.04,0,670,97,103,,,,,,,,
2/6/24 17:31,OFF2,9,2808,2765,0.985,0.1,0.076,866,225,109,,,,,,,,
2/6/24 17:48,OFF2,10,2809,2818,1.003,0.12,0.095,891,369,433,,,,,,,,
2/6/24 18:05,OFF2,11,3161,3198,1.012,0.16,0.057,1301,421,735,,,,,,,,
2/6/24 18:22,OFF2,12,2761,2700,0.978,0.18,0,494,99,307,,,,,,,,
2/6/24 18:39,OFF2,13,2730,2757,1.01,0.03,0.076,366,86,724,,,,,,,,
2/6/24 18:56,OFF2,14,2790,2858,1.024,0,0,313,40,233,,,,,,,,
2/6/24 19:12,OFF2,15,3226,3313,1.027,0.18,0.057,531,176,126,,,,,,,,
2/6/24 19:29,OFF2,16,3018,3063,1.015,0,0.019,124,17,87,,,,,,,,
2/6/24 19:46,OFF2,17,3117,3131,1.004,0,0,78,12,225,,,,,,,,
2/6/24 20:03,OFF2,18,2997,2968,0.991,0,0,721,157,104,,,,,,,,
2/6/24 20:20,OFF2,19,2611,2764,1.059,0.24,0.076,1018,416,513,,,,,,,,
2/6/24 20:37,OFF2,20,2809,2927,1.042,0,0,141,31,115,,,,,,,,
2/6/24 20:54,OFF2,21,3125,3287,1.052,0,0.019,1011,198,50,,,,,,,,
2/6/24 21:11,OFF2,22,2718,2541,0.935,0.17,0,1229,259,469,,,,,,,,
2/6/24 21:27,OFF2,23,2551,2518,0.987,0,0.038,655,210,315,,,,,,,,
2/6/24 21:44,OFF2,24,2770,2733,0.987,0,0,349,7,19,,,,,,,,
2/6/24 22:01,OFF2,25,2859,2817,0.985,0.16,0.095,747,274,160,,,,,,,,
2/6/24 22:18,OFF2,26,2557,2635,1.03,0,0,544,176,6,,,,,,,,
2/6/24 22:35,OFF2,27,2996,3041,1.015,0,0,746,287,39,,,,,,,,
2/6/24 22:52,OFF2,28,2793,2851,1.021,0.18,0.038,1195,296,133,,,,,,,,
2/6/24 23:09,OFF2,29,2517,2472,0.982,0,0.076,1559,261,297,,,,,,,,
2/6/24 23:26,OFF2,30,2447,2515,1.028,0,0,1085,19,24,,,,,,,,
2/6/24 23:42,OFF2,31,2846,2693,0.946,0,0,892,73,118,,,,,,,,
2/6/24 23:59,OFF2,32,3273,3274,1,0,0.057,1523,508,507,,,,,,,,
2/7/24 0:16,OFF2,33,2746,2781,1.013,0,0.019,192,20,19,,,,,,,,
2/7/24 0:33,OFF2,34,3110,3085,0.992,0,0.019,218,29,188,,,,,,,,
2/7/24 0:50,OFF2,35,3016,2887,0.957,0.14,0,499,139,124,,,,,,,,
2/7/24 1:07,OFF2,36,2426,2412,0.994,0,0.038,386,131,166,,,,,,,,
2/7/24 1:24,OFF2,37,2124,2128,1.002,0,0,62,0,21,,,,,,,,
2/7/24 1:41,OFF2,38,2719,2628,0.967,0.14,0,295,68,135,,,,,,,,
2/7/24 1:57,OFF2,39,2333,2387,1.023,0.05,0,223,61,83,,,,,,,,
2/7/24 2:14,OFF2,40,3117,3109,0.998,0,0,217,47,30,,,,,,,,
2/7/24 2:31,OFF2,41,2225,2199,0.988,0,0.076,190,20,3,,,,,,,,
2/7/24 2:48,OFF2,42,2652,2412,0.91,0,0,463,122,85,,,,,,,,
2/7/24 3:05,ON2,1,3233,3235,1.001,0.14,0.076,1336,495,732,,,,,,,,
2/7/24 3:22,ON2,2,2058,2000,0.972,0,0,289,10,0,,,,,,,,
2/7/24 3:39,ON2,3,2435,2252,0.925,0,0,103,10,350,,,,,,,,
2/7/24 3:56,ON2,4,3210,2890,0.9,0,0,798,235,613,,,,,,,,
2/7/24 4:12,ON2,5,2641,2415,0.914,0.09,0,625,152,267,,,,,,,,
2/7/24 4:29,ON2,6,2358,2264,0.96,0,0,560,26,0,,,,,,,,
2/7/24 4:46,ON2,7,2376,2104,0.885,0,0,1001,12,4,,,,,,,,
2/7/24 5:03,ON2,8,2582,2163,0.837,0,0,1043,42,7,,,,,,,,
2/7/24 5:20,ON2,9,2780,2713,0.976,0.1,0,1113,195,398,,,,,,,,
2/7/24 5:37,ON2,10,2523,2264,0.897,0,0,84,4,0,,,,,,,,
2/7/24 5:54,ON2,11,2397,2139,0.892,0,0,634,88,1,,,,,,,,
2/7/24 6:11,ON2,12,2975,2669,0.897,0.08,0,1302,194,215,,,,,,,,
2/7/24 6:27,ON2,13,2424,2228,0.919,0,0,1023,15,192,,,,,,,,
2/7/24 6:44,ON2,14,2394,2176,0.909,0,0.019,1046,6,618,,,,,,,,
2/7/24 7:01,ON2,15,2411,2112,0.876,0,0,1156,33,192,,,,,,,,
2/7/24 7:18,ON2,16,2235,1926,0.861,0,0,1006,19,433,,,,,,,,
2/7/24 7:35,ON2,17,2802,2427,0.866,0.17,0,1523,234,227,,,,,,,,
2/7/24 7:52,ON2,18,1942,1991,1.025,0,0.038,692,116,355,,,,,,,,
2/7/24 8:09,ON2,19,2443,2266,0.928,0,0,154,3,875,,,,,,,,
2/7/24 8:26,ON2,20,2448,2227,0.91,0,0,155,11,337,,,,,,,,
2/7/24 8:42,ON2,21,2645,2357,0.891,0,0,160,14,0,,,,,,,,
2/7/24 8:59,ON2,22,2254,1954,0.867,0,0.019,545,19,0,,,,,,,,
2/7/24 9:16,ON2,23,2378,2045,0.86,0.03,0,259,62,66,,,,,,,,
2/7/24 9:33,ON2,24,2727,2190,0.803,0,0,272,30,485,,,,,,,,
2/7/24 9:50,ON2,25,2761,2618,0.948,0.1,0,1628,372,54,,,,,,,,
2/7/24 10:07,ON2,26,2288,2114,0.924,0,0,1178,49,2,,,,,,,,
2/7/24 10:24,ON2,27,2273,2099,0.924,0,0,1090,12,216,,,,,,,,
2/7/24 10:41,ON2,28,2654,2229,0.84,0,0.038,1273,94,117,,,,,,,,
2/7/24 10:57,ON2,29,3305,3048,0.922,0,0.095,1374,487,547,,,,,,,,
2/7/24 11:14,ON2,30,2167,2146,0.99,0,0,467,90,58,,,,,,,,
2/7/24 11:31,ON2,31,2228,2196,0.985,0,0,100,5,163,,,,,,,,
2/7/24 11:48,ON2,32,2263,2103,0.929,0,0,218,5,5,,,,,,,,
2/7/24 12:05,ON2,33,2463,2281,0.926,0,0,376,109,5,,,,,,,,
2/7/24 12:22,ON2,34,2814,2664,0.947,0,0,655,170,21,,,,,,,,
2/7/24 12:39,ON2,35,2238,2277,1.018,0.31,0,1001,147,255,,,,,,,,
2/7/24 12:56,ON2,36,2846,2934,1.031,0,0.114,759,38,490,,,,,,,,
2/7/24 13:12,ON2,37,2425,2380,0.981,0,0,800,66,105,,,,,,,,
2/7/24 13:29,ON2,38,2199,2257,1.026,0,0,711,12,356,,,,,,,,
2/7/24 13:46,ON2,39,3173,3085,0.972,0,0,1545,314,23,,,,,,,,
2/7/24 14:03,ON2,40,2562,2510,0.98,0.09,0,897,320,521,,,,,,,,
2/7/24 14:20,ON2,41,2350,2388,1.016,0,0.019,305,25,9,,,,,,,,
2/7/24 14:37,ON2,42,2660,2650,0.996,0,0.019,312,82,51,,,,,,,,
2/7/24 15:11,OFF3,1,3967,3495,0.881,0.12,0,1405,431,393,,,,,,,,
